City,State,Country,HQ2 Finalist,HQ2 Victor,SiteName,Population,Y,X,Local_Before,State_Before,Total_Before,Local_Leaked_Post1113,State_Leaked_Post1113,Total_Leaked_Post1113,Total_Final,Total_PerCapita,Total_Final_String,Total_PC_String,PublicationMethod,PublicationMethod_Code,IncentiveType,StateBid,Link_Intel,ReleasedBid,Leaked_Post113_BidIntel,Other Intel Links,Notes
Pittsburgh,Pennsylvania,United States,1,0,"Hazelwood Green, Lower Hill, Strip, Carrie Furnace, Site@PIT",302407,40.412304,-79.948704,NA,1000000000,1000000000,2100000000,4600000000,6700000000,6700000000,22156,"$6,700,000,000","$22,155.57",Values,2,Local & State,No,https://alleghenyconference.org/wp-content/uploads/2018/11/AmazonHQ2PittsburghProposal.pdf,https://alleghenyconference.org/wp-content/uploads/2018/11/AmazonHQ2PittsburghProposal.pdf,http://www2.philly.com/philly/business/real_estate/commercial/philly-offer-amazon-tops-1b-tax-break-says-chamber-president-rob-wonderling-20171018.html,https://www.documentcloud.org/documents/5096569-Letter-SecretaryDavin-AmazonHQ2-RFP-1.html,"Bid says $1.956B from state, but state letter says $4.6B"
Philadelphia,Pennsylvania,United States,1,0,"Schuylkill Yards, uCity Square, Navy Yard",1580863,39.935156,-75.203742,"Denied FOIA, $2,000,000,000 floated",,3000000000,1100000000,4600000000,5700000000,5700000000,3606,"$5,700,000,000","$3,605.63",Values,2,Local & State,No,http://www2.philly.com/philly/business/real_estate/commercial/philly-offer-amazon-tops-1b-tax-break-says-chamber-president-rob-wonderling-20171018.html,https://s3.amazonaws.com/pdfs.taxnotes.com/2017/2017-102238_2-Redacted-Proposal.pdf,https://www.phila.gov/media/20181118163555/The-%E2%80%9CPhiladelphia-Delivers%E2%80%9D-Proposal.pdf,https://www.documentcloud.org/documents/5096569-Letter-SecretaryDavin-AmazonHQ2-RFP-1.html,FOIA Denial: https://www.taxnotes.com/editors-pick/localities-dodging-open-records-laws-avoid-disclosure-amazon-hq2-proposals
Delaware County,Pennsylvania,United States,0,0,"Chester Waterfront, Middletown Township",564696,39.835605,-75.374252,NA,1000000000,1000000000,Untabulated,4600000000,4600000000,4600000000,8146,"$4,600,000,000","$8,145.98",Not Tabulated,3,Local & State,No,http://www2.philly.com/philly/business/real_estate/commercial/philly-offer-amazon-tops-1b-tax-break-says-chamber-president-rob-wonderling-20171018.html,http://www.co.delaware.pa.us/newsreleases/releases/17amazon.html,https://www.delcotimes.com/business/chester-county-officials-make-pitch-to-lure-amazon-to-city/article_68f3229a-801e-56a2-a2cc-de27e3f8b7ae.html,https://www.documentcloud.org/documents/5096569-Letter-SecretaryDavin-AmazonHQ2-RFP-1.html,Untabulated state/county incentives.
Harrisburg,Pennsylvania,United States,0,0,None Identified,49192,40.650746,-75.444041,Denied FOIA,1000000000,1000000000,Denied FOIA,4600000000,4600000000,4600000000,93511,"$4,600,000,000","$93,511.14",Not Released,4,Unknown,No,http://www.cpbj.com/article/20171020/CPBJ01/171029999/chamber-unveils-amazon-designs-not-financial-incentives,,http://www2.philly.com/philly/business/real_estate/commercial/philly-offer-amazon-tops-1b-tax-break-says-chamber-president-rob-wonderling-20171018.html,https://www.documentcloud.org/documents/5096569-Letter-SecretaryDavin-AmazonHQ2-RFP-1.html,
Lehigh Valley,Pennsylvania,United States,0,0,"Lehigh-Northampton Airport Authority-owned lot, Allentownâ€™s Neighborhood Improvement Zone, Upper Macungie, Palmer",821173,40.643647,-75.45686,Denied FOIA,1000000000,1000000000,Denied FOIA,4600000000,4600000000,4600000000,5602,"$4,600,000,000","$5,601.74",Not Tabulated,3,Local & State,No,https://www.mcall.com/business/mc-biz-amazon-hq2-lehigh-valley-pitch-20181114-story.html,,http://www2.philly.com/philly/business/real_estate/commercial/philly-offer-amazon-tops-1b-tax-break-says-chamber-president-rob-wonderling-20171018.html,https://www.documentcloud.org/documents/5096569-Letter-SecretaryDavin-AmazonHQ2-RFP-1.html,Untabulated local incentives.
Northeast Pennsylvania,Pennsylvania,United States,0,0,"Can Do Corporate Center, Glenmaura Corporate Center, Arcadia North Business Park, Highridge Business Park, Earth Conservancy Hanover Site 9, Wilkes-Barre/Scranton International Airport",82716,41.050206,-75.958929,NA,1000000000,1000000000,NA,4600000000,4600000000,4600000000,55612,"$4,600,000,000","$55,611.97",Not Released,4,Unknown,No,http://pennsnortheast.com/news_media/article/penns-northeast-creatively-submits-six-sites-for-amazons-2nd-headquarters,,http://www2.philly.com/philly/business/real_estate/commercial/philly-offer-amazon-tops-1b-tax-break-says-chamber-president-rob-wonderling-20171018.html,https://www.documentcloud.org/documents/5096569-Letter-SecretaryDavin-AmazonHQ2-RFP-1.html,"For population, summed populations of host cities of sites. "
,Puerto Rico,United States,0,0,None Identified,3337177,18.465568,-66.116736,NA,NA,NA,NA,NA,NA,0,0,$0,$0.00,Not Released,4,Unknown,Yes,https://www.bloomberg.com/news/articles/2017-10-21/blacked-out-puerto-rico-makes-long-shot-pitch-for-amazon-s-hq2,,,,"Quartz noted bid exists, could not find record (unreleased)."
Montreal,Quebec,Canada,0,0,None Identified,1704694,45.50885,-73.55413,Undisclosed,Undisclosed,Undisclosed,NA,500000000,500000000,500000000,293,"$500,000,000",$293.31,Values,2,State,No,https://www.theglobeandmail.com/report-on-business/international-business/canadian-bids-for-amazon-headquarters-face-long-odds-and-bears/article36678470/,,http://www.montrealinternational.com/en/news/2017/10/amazon-hq2-greater-montreal-has-officially-submitted-its-bid/,https://www.vantageres.com/localities-fortify-their-amazon-hq2-bids-with-hefty-financial-incentives/,"State is Canada, with $500M boost"
,QuerÃ©taro,Mexico,0,0,None Identified,2038372,20.593465,-100.39017,NA,NA,NA,NA,NA,NA,0,0,$0,$0.00,Not Released,4,Unknown,Yes,https://qz.com/1119945/a-nearly-complete-list-of-the-238-places-that-bid-for-amazons-next-headquarters/,,,,Bid not released/not found. 
Providence,Rhode Island,United States,0,0,"Superman Building, Providence Train Station & State House, the Jewelry District/ Route 195, Providence Fruit Warehouse property, Pawtucket-Central Falls station district, East Providence, Warwick, North Kingstown, Richmond, Woonsocket",180393,41.824437,-71.411125,NA,Redacted,NA,Untabulated,Untabulated,Untabulated,0,0,$0,$0.00,Redacted,5,Unknown,No,http://www.gcpvd.org/images/ri-amazon-hq2-rfp.pdf,https://www.riforamazon.us/download.ashx?file=RI-HQ2-Bid.pdf,,,"Some were untabulated, but value amounts and full incentives offered were redacted. "
Greenville-Spartanburg,South Carolina,United States,0,0,None Identified,105717,35.611644,-77.374578,NA,NA,NA,NA,0,NA,0,0,$0,$0.00,Not Released,4,Unknown,No,https://timesexaminer.com/political/3971-secrecy-surrounds-incentives-info-for-amazon-hq2-search-other-s-c-projects,,,,"Bid, estimates not found. "
Nashville,Tennessee,United States,1,1,"Nashville Yards, 12South, the Gulch, East Nashville, Franklin, Brentwood, Hermitage",691243,36.159988,-86.786124,375000000,NA,NA,15000000,86700000,101700000,375000000,543,"$375,000,000",$542.50,Values,2,Local,No,https://www.tennessean.com/story/news/2018/11/29/amazon-nashville-hq-2-incentives-tax-breaks-offer/2155752002/,https://www.tennessean.com/story/news/2018/11/29/amazon-nashville-hq-2-incentives-tax-breaks-offer/2155752002/,,https://www.nashvillepost.com/business/economic-development/article/20984271/new-details-on-barrys-amazon-pitch,"Using the values they pitched for the full 50k employees, not including/considering changing incentives after the lessened workforce was included."
Knoxville,Tennessee,United States,0,0,None Identified,187347,35.960973,-83.917144,NA,NA,NA,NA,86700000,NA,86700000,463,"$86,700,000",$462.78,Not Released,4,Unknown,No,https://www.wate.com/news/local-news/knoxville-launches-social-media-campaign-seeks-to-be-site-of-amazons-2nd-hq_20171128080304403/866254227,,,,"Bid, estimates not found. "
Memphis,Tennessee,United States,0,0,None Identified,652236,35.148944,-90.052182,Denied FOIA,Denied FOIA,Denied FOIA,60000000,NA,NA,60000000,92,"$60,000,000",$91.99,Values,2,Local & State,No,https://www.commercialappeal.com/story/news/government/city/2017/10/03/memphis-offers-10-m-incentives-amazon-hq-2/729206001/,https://www.muckrock.com/foi/memphis-319/amazon-hq2-bid-45417/,,https://www.muckrock.com/foi/memphis-319/amazon-hq2-bid-45417/,"MuckRock link does not work. Actual bid not released for Memphis, so relying on media citations."
Dallas,Texas,United States,1,0,"Dallas Smart District, Exposition Park, Oak Cliff, Reunion, Trinity Groves, Victory Park",1341075,32.77648,-96.794574,500000,269000000,269500000,600000000,500000000,1100000000,1100000000,820,"$1,100,000,000",$820.24,Values,2,Local & State,No,https://www.dallasnews.com/business/amazon/2018/11/13/amazon-come-dallas-couldve-gotten-11-billion-incentives,,https://www.facebook.com/wfaa/videos/vb.55326701544/1981919325187140/?type=2&theater,https://www.dallasnews.com/business/amazon/2018/11/05/amazon-hq2-dallas-area-sites-still-could-running,
Arlington,Texas,United States,0,0,Globe Life Park,396394,32.751161,-97.082469,921000000,NA,921000000,NA,NA,NA,921000000,2323,"$921,000,000","$2,323.45",Values,2,Local,No,https://www.texastribune.org/2018/05/15/arlington-texas-amazon-hq2-921-million-incentives/,http://www.arlington-tx.gov/news/2018/05/15/city-arlington-releases-details-amazon-hq2-proposal/,,,
McKinney,Texas,United States,0,0,None Identified,181330,33.199046,-96.614771,NA,NA,NA,475000000,NA,NA,475000000,2620,"$475,000,000","$2,619.53",Values,2,Local,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,"Funding through TIF for McKinney EDC and CDC, with cash from town. "
Fort Worth,Texas,United States,1,0,Panther Island,874168,32.758366,-97.340681,NA,NA,NA,438000000,5250000,443250000,443250000,507,"$443,250,000",$507.05,Values,2,Local & State,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,"Untabulated land value, travel incentives from local. "
Carrollton,Texas,United States,0,0,"Austin Ranch, Trinity Mills",135710,32.980093,-96.91549,NA,NA,NA,390000000,NA,NA,390000000,2874,"$390,000,000","$2,873.77",Values,2,Local,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,"Austin Ranch bid was $370M, Trinity Mills was $390M."
Richardson,Texas,United States,0,0,University of Texas at Dallas site,116783,32.979631,-96.746428,NA,NA,NA,345000000,NA,NA,345000000,2954,"$345,000,000","$2,954.20",Values,2,Local,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,
Frisco,Texas,United States,0,0,Denied FOIA,177286,33.150075,-96.834606,300000000,NA,300000000,Denied FOIA,Denied FOIA,Denied FOIA,300000000,1692,"$300,000,000","$1,692.18",Denied FOIA,6,Unknown,No,https://www.newsobserver.com/news/business/article200281049.html,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,"No solid bid for sure, since Frisco denied FOIA. NYT interview with Mayor says he's willing to build rest of city (40% future land area) around HQ, but like, not interesting. "
Lewisville,Texas,United States,0,0,Accelerated Christian Education site,106021,33.000069,-97.01739,NA,NA,NA,292200000,Not released,292200000,292200000,2756,"$292,200,000","$2,756.06",Values,2,Local,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,Untabulated construction tax waiver in addition. 
Houston,Texas,United States,0,0,"Humble Oil Building, Wheeler Station, East River, Fannin South",2312717,29.755097,-95.366753,Included,Included,268000000,NA,NA,NA,268000000,116,"$268,000,000",$115.88,Values,2,Local & State,No,https://www.houstonpublicmedia.org/articles/news/2018/01/26/263984/documents-containing-houstons-unsuccessful-proposal-to-amazon-released/,https://www.houstonpublicmedia.org/articles/news/2018/01/26/263984/documents-containing-houstons-unsuccessful-proposal-to-amazon-released/,,https://www.documentcloud.org/documents/4359932-Amazon-Bid-Communications.html,
Denton,Texas,United States,0,0,"Cross Timbers, Hickory Creek, Downtown Innovation area",136268,33.151924,-97.114659,NA,NA,NA,241000000,NA,NA,241000000,1769,"$241,000,000","$1,768.57",Not Tabulated,3,Local,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,"Untabulated, not yet released. Report called it similar to Richardson ISD value limitation, so $221 M, plus $20M cited from sales tax rebates and city rebate grant. "
Austin,Texas,United States,1,0,Denied FOIA,950715,30.264835,-97.747229,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,0,0,$0,$0.00,Denied FOIA,6,Unknown,No,https://communityimpact.com/austin/business/2018/11/13/austin-chamber-will-not-release-details-of-amazon-hq2-proposal-after-tech-giant-selects-new-york-city-northern-virginia/,,https://www.taxnotes.com/editors-pick/localities-dodging-open-records-laws-avoid-disclosure-amazon-hq2-proposals,,
Irving,Texas,United States,0,0,Denied FOIA,240373,32.814214,-96.955384,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,0,0,$0,$0.00,Denied FOIA,6,Unknown,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,
Milam County,Texas,United States,0,0,Alcoa-Sandow Lakes Ranch,11166,30.563949,-97.066479,Denied FOIA,Denied FOIA,Denied FOIA,Untabulated,Denied FOIA,Denied FOIA,0,0,$0,$0.00,Denied FOIA,6,Unknown,No,https://www.texasmonthly.com/the-daily-post/amazon-proposal-hq2-taxpayer-texas/,,,https://www.bizjournals.com/austin/news/2017/10/17/amazon-hq2-bid-emerges-from-farm-land-of-central.html,"Included ""potential for phased in ad valorem tax abatement as well as Chapter 313 incentives"". Pop is Rockdale + Cameron, TX"
Plano,Texas,United States,0,0,Denied FOIA,286143,33.020715,-96.698823,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,0,0,$0,$0.00,Denied FOIA,6,Unknown,No,https://www.dmagazine.com/frontburner/2018/12/lets-look-at-what-the-dallas-suburbs-offered-for-amazons-hq2/,,,,Denying FOIA again after court ruled for release. 
,Utah,United States,0,0,Denied FOIA,2995919,40.777345,-111.88818,Denied FOIA,Denied FOIA,Denied FOIA,Untabulated,Denied FOIA,Denied FOIA,0,0,$0,$0.00,Not Released,4,Unknown,Yes,https://www.deseretnews.com/article/900002509/utah-submits-amazon-hq2-bid-amid-community-concerns.html,https://www.muckrock.com/foi/utah-234/amazon-hq2-bid-45340/,,,"Denied FOIA, but ED Director Hale noted they did make offerings. "
Alexandria-Arlington-Loudoun-Fairfax,Virginia,United States,1,1,Crystal City,160035,38.854232,-77.051421,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,1850000000,1850000000,1850000000,11560,"$1,850,000,000","$11,559.97",Values,2,Local & State,No,https://www.richmond.com/news/virginia/government-politics/general-assembly/how-virginia-sealed-the-deal-on-amazon-s-hq-the/article_5655da71-5cde-57f0-a556-3a831707af86.html,,,https://theintercept.com/2018/11/15/amazon-hq2-long-island-city-virginia-subsidies/,"FOIA unanswered. For pop, just counted Alexandria. Note: This is what was given AFTER they halved the count/investment! Note: VA spend $2M alone just making the bid: https://www.bizjournals.com/washington/news/2018/11/16/heres-what-virginia-spent-to-woo-hq2.html. Is this a lot? Seems like a lot to McKinsey."
Hampton Roads,Virginia,United States,0,0,"Town Center of Virginia Beach, Harbour View in Suffolk, Fort Monroe in Hampton",134669,36.84212,-76.138927,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,1850000000,1850000000,1850000000,13737,"$1,850,000,000","$13,737.39",Values,2,Local & State,No,https://www.richmond.com/news/virginia/government-politics/general-assembly/how-virginia-sealed-the-deal-on-amazon-s-hq-the/article_5655da71-5cde-57f0-a556-3a831707af86.html,https://www.13newsnow.com/article/news/local/13news-now-investigates/the-costs-of-chasing-amazon-and-lessons-learned/291-515218105,,https://www.richmond.com/news/local/central-virginia/virginia-to-pitch-three-sites-in-richmond-area-in-race/article_9bc9a48c-06d8-51e7-9b9a-2d45f3dc5782.html,"Viriginia Beach spent almost $100k on their part of group bid alone. Since Hampton Roads & Richmond were still under consideration, the incentives offered are identical (legislative approved). "
Richmond,Virginia,United States,0,0,"Tree Hill Farm, The Diamond, Chesterfield Co. site",227032,37.496111,-77.41361,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,1850000000,1850000000,1850000000,8149,"$1,850,000,000","$8,148.63",Values,2,Local & State,No,https://www.richmond.com/news/virginia/government-politics/general-assembly/how-virginia-sealed-the-deal-on-amazon-s-hq-the/article_5655da71-5cde-57f0-a556-3a831707af86.html,https://www.muckrock.com/foi/richmond-151/amazon-hq2-bid-45339/,,https://www.richmond.com/news/virginia/virginia-richmond-amazon-hq-pitches-to-remain-secret/article_1d43bf5b-0fe7-5ddb-bf48-8e1b67ec47f9.html,"Since Hampton Roads & Richmond were still under consideration, the incentives offered are identical (legislative approved). "
Puget Sound Region,Washington,United States,0,0,"Arlington & Marysville, Auburn, Bellevue, Bothell, Everett, Kenmore, Lynnwood, Renton, Tukwila, Tulalip Tribes",45533,47.761514,-122.205957,NA,78000000,78000000,NA,NA,NA,78000000,1713,"$78,000,000","$1,713.04",Not Tabulated,3,Local & State,No,https://cdn.muckrock.com/foia_files/2017/11/09/Amazon_proposal.pdf,https://cdn.muckrock.com/foia_files/2017/11/09/Amazon_proposal.pdf,,,"All local bids vary, all untabulated. Range from NMTC, TIFs, PILOTs, no head/property/income taxes, etc. For population, used median value of all cities involved in bid. "
Bremerton,Washington,United States,0,0,None Identified,41041,47.567011,-122.625922,Unreleased,Unreleased,Unreleased,Unreleased,Unreleased,Unreleased,0,0,$0,$0.00,Not Released,4,Unknown,No,https://www.kitsapsun.com/story/news/2017/10/09/port-bremerton-making-pitch-amazon-headquarters/747317001/,,,,"No follow up available on bid, or bid amounts. "
Spokane,Washington,United States,0,0,Unreleased,217108,47.660425,-117.424082,Unreleased,Unreleased,Unreleased,Unreleased,Unreleased,Unreleased,0,0,$0,$0.00,Not Released,4,Unknown,No,http://www.nwnewsnetwork.org/post/here-are-northwest-places-making-longshot-bids-amazons-hq2,,,,Bid not released. 
Spokane Tribe of Indians,Washington,United States,0,0,Adjacent to casino,2094,47.643877,-117.608478,NA,NA,NA,NA,NA,NA,0,0,$0,$0.00,Not Released,4,Unknown,No,http://www.spokesman.com/stories/2017/oct/26/spokane-tribe-among-those-making-bid-for-amazons-s/,,,,"20 incentives, including Promise Zone. Values were not released. "
Tacoma-Pierce County,Washington,United States,0,0,Denied FOIA,876764,47.253239,-122.445227,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,0,0,$0,$0.00,Denied FOIA,6,Unknown,No,https://www.nytimes.com/2018/04/24/opinion/amazon-hq2-incentives-taxes.html,,,https://southsoundmag.com/tacoma-makes-official-bid-amazon-hq2/,"Incentives exist (from SSMag, but not mentioned what they are). City stated it wasn't required to release the bid since made by the EDC. Population is just Pierce County (includes Tacoma). "
Tulalip Tribes,Washington,United States,0,0,Quil Ceda Village,2600,48.084136,-122.189338,Untabulated,NA,Untabulated,NA,NA,NA,0,0,$0,$0.00,Not Tabulated,3,Local,No,https://www.tulaliptribes-nsn.gov/Portals/0/pdf/departments/Events/TulalipPressRelease-Amazon.pdf,https://www.tulaliptribes-nsn.gov/Portals/0/pdf/departments/Events/TulalipPressRelease-Amazon.pdf,,,"Will give 400 acres of free land, value not tabulated. Population living on reservation stated as 2600ish, so used that value."
,West Virginia,United States,0,0,Denied FOIA,1815857,38.336293,-81.612272,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,Denied FOIA,0,0,$0,$0.00,Denied FOIA,6,Unknown,Yes,https://s3.amazonaws.com/wvmetro-uploads-prod/2017/09/Capito_Amazon_Letter.pdf?x43308,,,,"WV declined to give details to Quartz, only thing existing is the letter. "
Madison,Wisconsin,United States,0,0,"Capitol East, East Metro, UW Research Park, Fitchburg, Cottage Grove",255214,43.081151,-89.375402,3100000,NA,3100000,NA,NA,NA,3100000,12,"$3,100,000",$12.15,Not Tabulated,3,Local & State,No,http://www.natemjensen.com/wp-content/uploads/2018/01/AmazonHQ2_Madison_WI.pdf,http://www.natemjensen.com/wp-content/uploads/2018/01/AmazonHQ2_Madison_WI.pdf,,,"Untabulated state and local incentives. Most local said TIF is only incentive. Only stated is Cottage Grove with $3.2M, so that's what's put. "
Green Bay,Wisconsin,United States,0,0,"Howard, Lawrence",105116,44.546693,-88.085118,Untabulated,Untabulated,Untabulated,Untabulated,Untabulated,Untabulated,0,0,$0,$0.00,Not Tabulated,3,Local & State,No,http://www.natemjensen.com/wp-content/uploads/2018/01/New-North-Amazon-Request-for-Proposal-FINAL1.pdf,http://www.natemjensen.com/wp-content/uploads/2018/01/New-North-Amazon-Request-for-Proposal-FINAL1.pdf,,,"Howard offered untabulated TIFs, Lawrence offered untabulated local and state incentives and the town's first TIF District."
Milwaukee,Wisconsin,United States,0,0,None Identified,595351,43.041732,-87.909684,Untabulated,Untabulated,Untabulated,Untabulated,Untabulated,Untabulated,0,0,$0,$0.00,Not Tabulated,3,Local & State,No,https://www.biztimes.com/2017/ideas/economic-development/barrett-touts-chicago-madison-proximity-in-regions-bid-for-amazon-hq2/,,,,